name,essround,edition,idno,cntry,dweight,pspwght,pweight,anweight,gndr,agea,maritalb,domicil,hhmmb,brncntr,ctzcntr,eisced,mnactic,pdwrk,emplrel,wrkctra,wkhtot,isco08,hinctnta,hincsrca,hincfel,health,hlthhmp,happy,stflife,cgtsmok,alcfreq,alcwkdy,alcwknd,alcbnge,height,weighta,region
ESS11e04_1,11,4.1,50014,AT,1.1851145,0.39289063,0.33091453,0.13001321,1,65,1,3,2,1,1,3,6,0,6,6,666,66666,6,4,1,3,3,8,8,4,3,20,21.6,5,178,90,AT31
ESS11e04_1,11,4.1,50030,AT,0.6098981,0.32515332,0.33091453,0.107597955,2,21,6,1,1,1,1,5,2,0,1,2,32,5249,1,8,2,2,2,9,9,5,3,70.4,64,2,168,74,AT22
ESS11e04_1,11,4.1,50057,AT,1.3923296,4.0000234,0.33091453,1.3236659,2,53,1,3,3,1,1,6,1,1,1,1,25,2635,5,1,1,1,3,9,10,1,4,72,72,5,180,95,AT33
ESS11e04_1,11,4.1,50106,AT,0.5560615,0.17622764,0.33091453,0.058316287,2,78,4,1,1,2,2,5,6,0,1,1,39,2221,2,4,2,3,3,7,7,6,7,6666,6666,6,167,70,AT31
ESS11e04_1,11,4.1,50145,AT,0.7227953,1.0609399,0.33091453,0.35108042,1,64,1,4,2,1,1,3,6,0,1,1,35,5223,77,4,2,2,3,9,9,1,2,24,48,4,168,67,AT32
ESS11e04_1,11,4.1,50158,AT,0.9926053,1.3928125,0.33091453,0.4609019,2,59,1,4,2,2,1,4,1,1,1,1,40,1112,9,1,1,1,3,8,8,5,2,24,24,2,155,60,AT33
ESS11e04_1,11,4.1,50211,AT,0.5403178,0.5771863,0.33091453,0.19099933,2,77,5,3,1,1,1,2,6,0,1,1,30,8219,3,4,2,2,3,7,8,6,7,6666,6666,6,158,70,AT12
ESS11e04_1,11,4.1,50212,AT,0.81462234,0.6194855,0.33091453,0.20499675,2,69,1,4,2,1,1,7,6,0,1,1,50,2330,10,4,1,2,2,8,8,4,3,12,12,5,171,94,AT12
ESS11e04_1,11,4.1,50213,AT,1.3649563,0.69363487,0.33091453,0.22953385,2,52,1,4,3,1,1,5,1,1,1,1,40,2221,8,1,2,2,3,8,8,5,5,15.6,12,5,167,68,AT11
ESS11e04_1,11,4.1,50235,AT,0.872949,0.49226722,0.33091453,0.16289838,2,75,1,4,2,1,1,2,6,0,1,1,40,5249,3,4,2,2,2,7,8,4,7,6666,6666,6,164,56,AT31
ESS11e04_1,11,4.1,50236,AT,0.6989865,0.35520682,0.33091453,0.117543094,2,44,6,1,1,1,1,5,1,1,1,1,38,4226,4,1,2,2,3,8,8,5,4,48,24,5,162,54,AT13
ESS11e04_1,11,4.1,50238,AT,0.8320375,0.31393012,0.33091453,0.10388404,1,49,1,3,2,2,2,3,3,0,1,1,40,9629,6,5,2,2,3,5,5,6,4,27.6,39.6,4,187,77,AT31
ESS11e04_1,11,4.1,50240,AT,0.87345386,0.27681613,0.33091453,0.09160248,2,63,1,1,2,1,1,3,1,1,2,6,888,99999,77,1,2,2,3,7,8,1,7,6666,6666,6,160,60,AT31
ESS11e04_1,11,4.1,50248,AT,0.9025512,0.50895995,0.33091453,0.16842224,2,76,1,5,2,1,1,2,6,0,1,1,50,6130,77,4,2,3,2,8,8,6,4,12,12,5,169,57,AT31
ESS11e04_1,11,4.1,50270,AT,0.58181804,4.0006237,0.33091453,1.3238645,2,30,6,1,1,1,1,7,1,1,1,1,37,2642,8,1,2,3,3,5,3,3,77,0,7777,4,159,58,AT32
ESS11e04_1,11,4.1,50281,AT,0.69352174,0.4163573,0.33091453,0.13777868,2,67,6,1,1,1,1,3,6,0,1,1,42,3312,5,4,1,1,3,9,9,4,7,6666,6666,6,165,70,AT13
ESS11e04_1,11,4.1,50310,AT,2.3245115,0.87704426,0.33091453,0.2902267,1,41,1,4,4,1,1,3,1,1,1,1,38,2422,8,1,1,1,3,10,10,6,3,40,40,5,179,68,AT22
ESS11e04_1,11,4.1,50311,AT,0.9926053,1.3928125,0.33091453,0.4609019,2,82,1,3,2,1,1,3,8,0,1,1,888,5311,6,4,1,2,3,8,6,6,4,43.2,48,4,156,51,AT33
ESS11e04_1,11,4.1,50324,AT,1.0702981,1.6595315,0.33091453,0.5491631,1,26,6,4,2,1,1,3,3,0,1,2,40,3513,88,1,1,1,3,8,7,6,4,15.6,15.6,5,185,95,AT12
ESS11e04_1,11,4.1,50339,AT,0.5560615,1.2854693,0.33091453,0.42538047,1,42,4,2,1,2,2,2,4,0,1,1,40,5131,1,5,4,2,3,5,5,4,2,52.8,40,2,178,72,AT31
ESS11e04_1,11,4.1,50341,AT,0.48294935,0.67766964,0.33091453,0.22425073,2,85,5,4,1,1,1,3,6,0,6,6,666,66666,2,4,1,2,3,8,8,6,2,12,12,5,156,60,AT33
ESS11e04_1,11,4.1,50349,AT,0.9926053,1.4569765,0.33091453,0.4821347,1,72,1,5,2,1,1,3,8,0,1,1,888,5223,2,4,1,2,3,7,8,6,5,15.6,15.6,5,170,75,AT33
ESS11e04_1,11,4.1,50355,AT,0.7366085,1.142137,0.33091453,0.37794974,1,31,6,1,1,1,1,3,1,1,1,1,44,5131,2,1,3,1,3,5,5,1,2,40,89.9,2,188,76,AT13
ESS11e04_1,11,4.1,50358,AT,1.9501987,3.2578714,0.33091453,1.078077,1,47,1,4,4,1,1,5,1,1,1,1,44,4312,88,1,1,1,3,8,9,6,2,0,158.4,4,181,82,AT34
ESS11e04_1,11,4.1,50363,AT,1.9560468,0.99401224,0.33091453,0.3289331,2,50,1,3,5,1,1,3,1,1,1,1,30,3359,8,2,2,1,3,8,8,5,4,0,84,5,163,61,AT12
ESS11e04_1,11,4.1,50367,AT,0.6098981,0.19328976,0.33091453,0.063962385,2,60,4,1,1,1,1,4,6,0,1,1,35,4312,3,4,1,3,2,8,8,2,7,6666,6666,6,172,85,AT22
ESS11e04_1,11,4.1,50375,AT,1.4462273,1.7788271,0.33091453,0.58863974,2,43,1,4,3,1,1,6,1,1,1,1,42,4224,8,1,2,2,3,8,8,6,7,6666,6666,6,167,59,AT12
ESS11e04_1,11,4.1,50380,AT,1.298475,0.3483306,0.33091453,0.11526765,2,41,6,4,3,1,1,3,1,1,1,1,40,2221,8,1,2,2,3,8,8,1,2,24,36,4,171,83,AT31
ESS11e04_1,11,4.1,50412,AT,1.329427,0.35663366,0.33091453,0.11801526,2,35,6,2,3,1,1,4,1,1,1,1,30,5223,4,1,2,1,3,7,7,2,6,0,6.4,5,169,80,AT22
ESS11e04_1,11,4.1,50423,AT,0.4598905,0.5081531,0.33091453,0.16815524,2,49,4,4,1,1,1,2,1,1,1,1,32,8322,2,1,2,3,2,8,7,1,2,32,32,2,163,88,AT22
ESS11e04_1,11,4.1,50427,AT,1.4547197,1.7278345,0.33091453,0.57176554,2,36,1,4,3,1,1,3,1,1,1,1,30,5141,77,1,2,2,3,8,8,4,4,38.4,36.8,5,158,54,AT32
ESS11e04_1,11,4.1,50433,AT,0.6670056,0.9119782,0.33091453,0.30178684,1,46,6,1,1,1,1,7,1,1,1,1,32,5311,3,1,2,1,3,7,8,6,7,6666,6666,6,182,777,AT13
ESS11e04_1,11,4.1,50441,AT,0.9669464,1.0329264,0.33091453,0.34181038,2,81,1,4,2,1,1,2,8,0,6,6,666,66666,2,4,2,1,3,9,8,6,5,0,12,5,155,59,AT11
ESS11e04_1,11,4.1,50446,AT,0.7417395,0.4453051,0.33091453,0.14735793,2,57,4,1,1,1,1,3,1,1,1,1,40,5141,3,1,2,2,3,7,7,4,2,0,145.6,5,168,70,AT13
ESS11e04_1,11,4.1,50465,AT,0.7803352,0.46847582,0.33091453,0.15502545,2,67,4,1,1,1,1,5,6,0,1,1,35,1112,3,4,2,3,2,9,8,1,3,51.2,51.2,2,172,77,AT13
ESS11e04_1,11,4.1,50468,AT,1.2012872,1.4268237,0.33091453,0.4721567,2,38,1,3,3,1,1,3,1,1,1,1,20,2264,7,1,1,2,3,10,10,4,4,12,12,5,164,888,AT32
ESS11e04_1,11,4.1,50489,AT,1.5597948,0.7926474,0.33091453,0.26229855,2,42,4,1,2,2,2,5,1,1,2,6,888,99999,77,2,1,2,3,9,8,6,2,60,180,2,175,68,AT13
ESS11e04_1,11,4.1,50512,AT,1.4378188,3.5898962,0.33091453,1.1879488,2,59,1,5,2,1,1,2,1,1,3,1,50,6130,5,2,2,1,3,9,10,1,7,6666,6666,6,158,60,AT34
ESS11e04_1,11,4.1,50517,AT,0.9332868,0.77514386,0.33091453,0.25650635,1,77,1,3,2,1,1,2,6,0,1,1,20,5230,7,4,1,3,3,7,8,6,7,6666,6666,6,160,63,AT22
ESS11e04_1,11,4.1,50577,AT,0.82740283,0.27430138,0.33091453,0.09077031,1,58,1,4,2,1,1,3,1,1,1,1,40,7119,5,1,2,2,3,7,7,5,1,40,40,4,183,81,AT31
ESS11e04_1,11,4.1,50591,AT,0.41601875,0.11160175,0.33091453,0.03693064,2,38,6,4,1,1,1,3,1,1,1,1,38,4110,3,1,3,3,3,8,8,2,2,35.6,64,2,172,61,AT31
ESS11e04_1,11,4.1,50592,AT,0.6494272,0.91126996,0.33091453,0.30155247,2,79,5,1,1,1,1,3,6,0,1,1,24,5223,2,4,2,2,3,9,10,6,4,16.8,16.8,4,155,55,AT33
ESS11e04_1,11,4.1,50611,AT,1.073635,1.0842805,0.33091453,0.35880417,2,25,6,3,2,1,1,3,1,1,1,1,42,5120,6,1,3,1,3,8,8,4,3,19.2,228.8,2,174,68,AT12
ESS11e04_1,11,4.1,50623,AT,0.9099707,0.9189945,0.33091453,0.30410862,2,34,1,4,2,1,1,3,1,1,1,1,38,5223,6,1,1,1,3,9,9,6,5,72,72,5,167,73,AT11
ESS11e04_1,11,4.1,50637,AT,0.68042654,1.0241293,0.33091453,0.33889925,1,74,6,1,1,2,2,7,6,0,1,1,20,2642,1,4,2,2,3,8,8,6,6,0,12,5,180,95,AT13
ESS11e04_1,11,4.1,50638,AT,0.55606145,0.18434645,0.33091453,0.061002918,1,74,6,1,1,1,1,3,6,0,1,1,45,5131,2,4,2,3,3,7,7,4,1,32,47.2,4,179,81,AT31
ESS11e04_1,11,4.1,50651,AT,0.4991056,0.6138887,0.33091453,0.20314468,2,36,6,4,1,2,1,6,1,1,1,1,38,2359,5,1,2,1,3,8,8,3,4,0,87.6,5,179,82,AT12
ESS11e04_1,11,4.1,50681,AT,1.159529,0.9490918,0.33091453,0.31406826,1,28,6,3,2,1,1,3,1,1,1,1,46,3115,6,1,3,2,3,6,8,4,4,80,236,4,190,105,AT21
ESS11e04_1,11,4.1,50687,AT,0.7417395,0.46581924,0.33091453,0.15414636,1,65,5,1,1,1,1,3,6,0,1,1,40,99999,9,4,3,3,2,7,4,1,2,7777,7777,2,173,65,AT13
ESS11e04_1,11,4.1,50707,AT,1.021017,4.0006237,0.33091453,1.3238645,2,42,1,4,3,1,1,2,1,1,1,1,15,9129,5,1,2,2,3,5,4,6,7,6666,6666,6,165,86,AT33
ESS11e04_1,11,4.1,50714,AT,2.319058,1.8425984,0.33091453,0.6097426,1,60,1,3,4,2,1,7,6,0,2,6,40,3112,77,4,3,4,1,6,5,1,4,31.2,31.2,5,173,72,AT21
ESS11e04_1,11,4.1,50730,AT,0.80748725,1.1852566,0.33091453,0.39221862,1,60,4,4,2,1,1,3,1,1,1,1,45,1120,7,1,2,2,3,9,9,6,2,82.8,0,3,183,97,AT34
ESS11e04_1,11,4.1,50732,AT,1.6209532,2.5107074,0.33091453,0.83082956,2,16,6,4,3,1,1,2,2,0,6,6,666,66666,88,1,2,1,3,7,8,6,7,6666,6666,6,162,60,AT12
ESS11e04_1,11,4.1,50735,AT,0.3912093,0.606582,0.33091453,0.20072679,1,28,6,3,1,1,1,5,1,1,1,1,38,1112,77,1,2,1,3,8,8,6,3,0,72,2,189,82,AT12
ESS11e04_1,11,4.1,50812,AT,0.9812141,0.3109674,0.33091453,0.10290363,2,71,1,4,2,1,1,3,6,0,1,1,54,3341,77,4,1,1,3,9,8,6,6,0,0,5,173,67,AT21
ESS11e04_1,11,4.1,50868,AT,0.4114013,0.21932949,0.33091453,0.07257932,2,20,6,4,1,1,1,3,1,1,1,1,40,9329,4,1,2,3,3,3,2,6,7,6666,6666,6,180,80,AT21
ESS11e04_1,11,4.1,50897,AT,0.5487113,0.58615285,0.33091453,0.1939665,2,80,5,4,1,1,1,2,6,0,1,1,40,9333,2,4,2,3,2,7,7,6,7,6666,6666,6,163,68,AT12
ESS11e04_1,11,4.1,50910,AT,0.5079797,0.5426425,0.33091453,0.17956828,2,75,4,3,1,2,1,2,6,0,1,1,40,9412,1,4,2,2,3,8,8,6,6,12,12,5,156,60,AT11
ESS11e04_1,11,4.1,50979,AT,0.6465898,0.46214,0.33091453,0.15292884,1,51,1,1,1,2,2,5,1,1,1,1,777,7126,77,3,2,2,3,8,8,6,5,0,24,5,179,89,AT13
ESS11e04_1,11,4.1,50994,AT,1.483479,0.8906102,0.33091453,0.29471585,2,87,1,1,2,1,1,3,6,0,1,1,40,4120,6,4,2,3,1,7,6,6,7,6666,6666,6,164,60,AT13
ESS11e04_1,11,4.1,50995,AT,1.2219335,0.92922765,0.33091453,0.30749494,2,57,1,4,3,1,1,5,1,1,1,1,40,3139,9,1,2,2,3,9,8,6,2,20,32,2,178,88,AT12
ESS11e04_1,11,4.1,51015,AT,0.9658987,1.4177768,0.33091453,0.46916294,1,76,1,3,2,1,1,3,6,0,1,1,40,3118,6,4,1,3,2,8,8,6,5,32,32,5,170,70,AT33
ESS11e04_1,11,4.1,51029,AT,0.65483123,0.41123956,0.33091453,0.13608515,1,61,4,1,1,1,1,3,1,1,1,1,40,8322,3,1,2,3,3,6,6,1,2,0,120,2,173,62,AT13
ESS11e04_1,11,4.1,51042,AT,1.6681843,0.44750932,0.33091453,0.14808734,2,43,1,3,3,1,1,3,1,1,1,1,38,4120,77,1,2,2,3,7,7,4,5,24,108,4,169,69,AT31
ESS11e04_1,11,4.1,51046,AT,0.47378042,1.182916,0.33091453,0.39144412,2,76,5,3,1,1,1,2,6,0,3,3,45,5223,88,3,8,3,2,6,6,6,2,24,24,5,167,59,AT34
ESS11e04_1,11,4.1,51086,AT,0.41370142,0.26861483,0.33091453,0.08888855,2,43,1,4,1,1,1,5,1,1,1,1,30,2359,9,1,2,1,3,8,8,6,3,0,60,3,174,777,AT31
ESS11e04_1,11,4.1,51112,AT,1.6209534,1.1585503,0.33091453,0.3833811,1,51,1,4,3,1,1,3,1,1,1,1,43,7213,6,1,3,2,3,8,8,5,2,51.2,38.4,5,184,96,AT12
ESS11e04_1,11,4.1,51128,AT,2.2314548,1.4013754,0.33091453,0.4637355,1,69,1,1,3,1,1,5,6,1,2,6,60,7421,9,4,1,2,3,9,9,2,6,0,12,5,184,108,AT13
ESS11e04_1,11,4.1,51136,AT,1.2440618,3.5764275,0.33091453,1.1834918,2,47,1,4,3,1,1,6,1,1,1,1,40,2635,88,1,1,2,3,9,9,4,2,0,132.8,2,176,71,AT34
ESS11e04_1,11,4.1,51181,AT,1.3709402,0.8609633,0.33091453,0.28490525,1,89,1,1,2,1,1,3,6,0,1,1,40,7531,6,4,1,3,2,7,8,6,1,20,32,5,175,65,AT13
ESS11e04_1,11,4.1,51190,AT,1.073635,0.67425156,0.33091453,0.22311963,1,72,1,3,2,1,1,3,6,0,1,1,47,2221,77,4,2,2,3,8,8,4,7,6666,6666,6,180,84,AT12
ESS11e04_1,11,4.1,51191,AT,0.8656501,0.2743429,0.33091453,0.09078405,2,74,1,4,2,1,1,3,6,0,1,1,40,7122,6,4,2,3,3,5,8,1,3,12,20,5,165,65,AT31
ESS11e04_1,11,4.1,51192,AT,0.99821126,0.5992782,0.33091453,0.19830987,2,68,1,4,2,1,1,5,6,0,1,1,38,2221,8,4,1,1,3,9,10,6,4,0,15.6,5,153,52,AT12
ESS11e04_1,11,4.1,51221,AT,1.3078376,0.3508419,0.33091453,0.11609869,2,36,6,2,3,1,1,5,1,1,1,1,25,4120,6,1,1,1,3,9,9,4,5,15.6,15.6,5,169,59,AT31
ESS11e04_1,11,4.1,51224,AT,0.8146224,1.2261127,0.33091453,0.4057385,1,87,1,4,2,1,1,5,6,0,1,1,42,99999,10,4,1,1,3,9,10,5,2,12,12,5,170,70,AT12
ESS11e04_1,11,4.1,51231,AT,0.9982112,1.0663236,0.33091453,0.35286197,2,74,1,4,2,1,1,2,6,0,2,6,50,6130,5,4,2,2,2,8,8,6,7,6666,6666,6,165,58,AT12
ESS11e04_1,11,4.1,51259,AT,0.426831,0.34936726,0.33091453,0.115610704,1,24,6,1,1,1,1,3,1,1,1,1,46,5120,2,1,3,1,3,7,7,1,7,6666,6666,6,177,86,AT21
ESS11e04_1,11,4.1,51262,AT,1.3870435,0.8710762,0.33091453,0.2882518,1,59,1,2,2,1,1,3,1,1,1,1,41,8331,6,1,2,3,2,7,7,4,3,15.6,51.2,5,188,98,AT13
ESS11e04_1,11,4.1,51285,AT,1.6104527,1.626423,0.33091453,0.538207,2,21,6,3,3,1,1,4,9,0,6,6,666,66666,88,1,1,1,3,10,8,2,3,0,36,2,169,58,AT12
ESS11e04_1,11,4.1,51322,AT,0.340339,1.2333995,0.33091453,0.4081498,1,32,6,4,1,1,1,3,1,1,1,1,45,9312,7,1,3,1,3,8,8,1,3,40,164,2,175,81,AT33
ESS11e04_1,11,4.1,51414,AT,0.5560615,0.14916976,0.33091453,0.04936244,2,47,4,1,1,1,1,5,1,1,1,1,38,4416,3,1,2,2,3,8,8,4,3,24,48,4,171,67,AT31
ESS11e04_1,11,4.1,51440,AT,0.581818,1.8593128,0.33091453,0.6152736,1,45,6,3,1,1,1,7,1,1,1,1,55,2330,9,1,1,1,3,8,8,1,2,60,72,4,197,100,AT32
ESS11e04_1,11,4.1,51455,AT,2.165643,1.5478561,0.33091453,0.51220804,1,44,1,4,4,1,1,5,1,1,1,1,45,3334,8,1,2,2,3,7,8,4,2,25.6,44,5,186,96,AT12
ESS11e04_1,11,4.1,51503,AT,0.37437,0.12411147,0.33091453,0.04107029,1,68,4,4,1,2,1,3,6,0,1,1,40,7511,2,4,3,2,3,8,8,1,2,27.6,48,2,172,78,AT22
ESS11e04_1,11,4.1,51504,AT,0.4350144,0.3560655,0.33091453,0.11782725,1,20,6,3,1,1,1,3,4,0,1,1,39,9329,1,5,3,2,3,5,5,3,2,26.4,46.4,4,172,65,AT31
ESS11e04_1,11,4.1,51506,AT,2.495528,4.0006237,0.33091453,1.3238645,1,33,2,5,5,1,1,5,1,1,2,6,50,6130,7,3,2,1,3,9,10,6,2,27.2,31.2,4,190,85,AT12
ESS11e04_1,11,4.1,51521,AT,1.3608531,2.110044,0.33091453,0.6982442,1,27,1,1,2,1,1,3,1,1,1,1,40,5120,5,1,2,1,3,9,10,6,4,20,12,5,185,88,AT13
ESS11e04_1,11,4.1,51555,AT,0.53514904,0.82976574,0.33091453,0.27458155,1,28,6,3,1,1,1,3,1,1,1,1,43,5120,2,1,3,1,3,7,6,4,2,40,79.8,2,177,85,AT12
ESS11e04_1,11,4.1,51578,AT,1.2337465,1.8109323,0.33091453,0.5992638,1,73,1,4,3,1,1,3,6,0,2,6,65,1120,10,4,1,2,3,9,8,4,3,0,24,5,173,83,AT34
ESS11e04_1,11,4.1,51581,AT,0.6098981,0.20219404,0.33091453,0.06690894,1,62,6,1,1,1,1,3,1,1,1,1,40,7421,4,1,1,2,3,9,9,1,4,40,40,5,180,76,AT22
ESS11e04_1,11,4.1,51596,AT,0.8885217,1.3041997,0.33091453,0.43157864,1,58,4,4,2,1,1,3,1,1,1,1,39,7512,6,1,2,2,3,8,9,6,2,40,40,4,180,80,AT33
ESS11e04_1,11,4.1,51650,AT,0.5797645,0.23274033,0.33091453,0.07701716,2,90,4,3,1,1,1,7,1,1,1,1,38,2221,77,1,1,1,3,10,10,1,7,6666,6666,6,168,84,AT21
ESS11e04_1,11,4.1,51713,AT,0.7275956,0.5200374,0.33091453,0.17208794,1,38,1,3,4,1,1,5,1,1,1,1,43,3139,7,1,3,2,3,8,8,5,3,31.2,104.8,5,187,89,AT11
ESS11e04_1,11,4.1,51719,AT,0.47378042,1.182916,0.33091453,0.39144412,2,85,5,3,1,1,1,2,6,0,1,1,20,9129,77,4,3,4,2,5,6,6,2,39.6,39.6,5,168,62,AT34
ESS11e04_1,11,4.1,51720,AT,0.9658987,1.3553393,0.33091453,0.44850147,2,74,6,3,2,1,1,3,6,0,1,1,30,4311,7,1,1,2,3,4,4,6,4,27.6,36.8,5,161,61,AT33
ESS11e04_1,11,4.1,51731,AT,2.946434,3.5797398,0.33091453,1.184588,1,42,6,2,4,1,1,7,1,1,1,1,40,1112,9,1,1,2,3,9,9,6,3,0,7.2,4,186,86,AT13
ESS11e04_1,11,4.1,51735,AT,0.51291066,0.6308683,0.33091453,0.2087635,2,51,4,3,1,1,1,6,1,1,1,1,48,2341,3,1,3,3,2,7,6,5,7,6666,6666,6,168,60,AT12
ESS11e04_1,11,4.1,51736,AT,0.95292634,0.59844613,0.33091453,0.19803452,1,76,1,4,2,1,1,3,6,0,1,1,40,4419,2,4,2,2,2,6,6,4,4,12,12,5,174,88,AT12
ESS11e04_1,11,4.1,51739,AT,1.7134386,1.0286652,0.33091453,0.34040025,2,70,1,2,2,1,1,3,6,0,1,1,38,4311,77,4,2,2,3,7,7,6,6,0,12,5,168,888,AT12
ESS11e04_1,11,4.1,51741,AT,1.112123,0.91028905,0.33091453,0.30122787,1,28,6,1,2,1,1,3,8,0,1,1,25,5223,1,8,3,3,2,5,5,6,7,6666,6666,6,163,100,AT31
ESS11e04_1,11,4.1,51757,AT,1.2219335,3.3056185,0.33091453,1.0938772,1,18,6,4,3,1,1,2,1,1,1,1,38,3115,10,1,1,1,2,10,10,6,2,40,128,1,179,80,AT12
ESS11e04_1,11,4.1,51766,AT,0.7366085,0.46259668,0.33091453,0.15307996,1,64,5,1,1,1,1,3,6,0,1,1,60,9333,2,4,3,5,1,5,5,3,3,20,20,5,173,105,AT13
ESS11e04_1,11,4.1,51773,AT,0.46543378,0.2922965,0.33091453,0.09672516,1,59,4,3,1,1,1,3,1,1,1,1,40,5112,4,1,2,2,3,7,3,6,7,6666,6666,6,172,90,AT12
ESS11e04_1,11,4.1,51780,AT,1.6681843,0.44750932,0.33091453,0.14808734,2,49,1,3,3,1,1,3,1,1,1,1,40,5249,8,1,2,2,3,9,9,6,4,12,12,5,167,62,AT31
ESS11e04_1,11,4.1,51802,AT,0.7417395,1.116413,0.33091453,0.36943728,1,70,6,1,1,1,1,5,1,1,1,1,40,7214,3,4,2,1,3,9,8,4,3,20,40,5,182,75,AT13
ESS11e04_1,11,4.1,51857,AT,0.5797645,0.18373992,0.33091453,0.060802206,2,71,5,3,1,1,1,3,6,0,1,1,30,4110,2,4,2,3,2,8,8,6,3,12.8,48,4,168,93,AT21
ESS11e04_1,11,4.1,51878,AT,0.41946852,0.3332874,0.33091453,0.11028964,1,58,6,5,1,1,1,6,5,0,1,2,30,2635,1,4,3,4,2,6,4,1,2,80,80,1,182,73,AT22
ESS11e04_1,11,4.1,51897,AT,1.3340112,0.8377713,0.33091453,0.27723068,1,83,1,1,2,1,1,3,6,0,1,1,40,1112,77,4,1,3,1,9,8,6,7,6666,6666,6,175,63,AT13
ESS11e04_1,11,4.1,51901,AT,0.49469304,0.19858982,0.33091453,0.06571625,2,74,4,4,1,1,1,6,6,0,1,1,40,2359,4,4,1,2,3,8,8,4,6,0,27.6,5,165,57,AT22
ESS11e04_1,11,4.1,51911,AT,0.65483123,0.49797148,0.33091453,0.164786,2,86,4,1,1,1,1,7,6,0,1,1,42,2634,3,4,2,2,2,5,6,4,7,6666,6666,6,171,56,AT13
ESS11e04_1,11,4.1,51944,AT,0.74874,0.6122118,0.33091453,0.20258978,2,26,6,4,2,1,1,2,1,1,1,1,888,5141,77,1,3,1,3,7,8,6,7,6666,6666,6,169,70,AT22
ESS11e04_1,11,4.1,51959,AT,1.6681842,0.6294106,0.33091453,0.20828111,1,52,1,3,3,2,2,3,1,1,1,1,40,9312,6,1,2,3,3,9,8,1,7,6666,6666,6,173,93,AT31
ESS11e04_1,11,4.1,51961,AT,2.165643,1.360042,0.33091453,0.45005766,1,63,1,1,4,1,1,5,1,1,1,1,40,8350,7,1,1,1,3,10,10,6,3,15.6,24,5,178,78,AT12
ESS11e04_1,11,4.1,51965,AT,0.48294932,0.6776696,0.33091453,0.2242507,2,61,4,4,1,1,1,3,6,0,1,1,56,5321,3,4,2,1,3,10,10,6,2,0,27.6,4,169,73,AT33
ESS11e04_1,11,4.1,51977,AT,1.2197962,0.32722396,0.33091453,0.10828316,2,47,6,1,2,2,2,3,1,1,1,1,37,5131,7,1,2,2,3,9,8,6,6,0,72,5,165,68,AT22
ESS11e04_1,11,4.1,51995,AT,1.112123,0.3686929,0.33091453,0.12200583500000001,1,70,1,2,2,1,1,3,6,0,1,1,40,3114,5,4,2,1,3,8,8,5,1,56,96,2,176,83,AT31
ESS11e04_1,11,4.1,52009,AT,0.71400285,0.42865354,0.33091453,0.14184768,2,67,4,1,1,1,1,55,6,0,1,1,55,2359,6,4,1,2,2,9,9,4,4,0,12,5,168,56,AT13
ESS11e04_1,11,4.1,52020,AT,0.88628477,0.29382217,0.33091453,0.097230025,1,68,1,4,2,1,1,3,6,0,1,1,43,2411,9,4,1,4,1,8,9,1,2,0,60,2,178,101,AT22
ESS11e04_1,11,4.1,52035,AT,1.021017,2.9352186,0.33091453,0.97130644,2,50,1,3,3,1,1,7,1,1,1,1,10,3412,6,1,1,2,3,8,8,6,7,6666,6666,6,169,55,AT33
ESS11e04_1,11,4.1,52046,AT,0.5023222,0.7373241,0.33091453,0.24399126,1,62,4,3,1,1,1,4,1,1,1,1,37,3412,7,1,2,1,1,9,9,4,1,40.8,20,3,178,98,AT33
ESS11e04_1,11,4.1,52062,AT,0.4820758,0.28941548,0.33091453,0.09577179,2,64,4,4,1,1,1,3,6,0,1,1,38,4120,2,4,1,1,3,9,9,6,4,7.2,12,5,156,55,AT12
ESS11e04_1,11,4.1,52065,AT,1.3078378,0.94396025,0.33091453,0.31237015,1,39,1,4,3,1,1,6,1,1,1,1,40,2359,8,1,1,2,3,9,7,6,2,44,64,2,196,109,AT31
ESS11e04_1,11,4.1,52089,AT,0.68042654,0.3457754,0.33091453,0.114422105,2,43,4,1,1,1,1,3,1,1,1,1,40,4120,3,1,1,1,3,9,9,6,7,6666,6666,6,166,70,AT13
ESS11e04_1,11,4.1,52094,AT,1.746908,0.65911335,0.33091453,0.21811019,1,47,1,3,4,1,1,3,1,1,1,1,40,3115,6,1,2,2,3,8,8,1,5,40,100,4,176,83,AT31
ESS11e04_1,11,4.1,52117,AT,1.0973082,1.1081897,0.33091453,0.3667161,2,30,6,3,2,1,1,3,1,1,1,1,38,5223,7,1,2,1,3,8,8,4,4,24,0,4,172,61,AT12
ESS11e04_1,11,4.1,52135,AT,0.4328124,0.6073183,0.33091453,0.20097044,2,77,1,3,1,1,1,3,6,0,1,1,12,3256,3,4,1,1,2,10,10,5,2,12,12,4,156,53,AT33
ESS11e04_1,11,4.1,52150,AT,0.53681755,0.27279642,0.33091453,0.0902723,2,48,6,4,1,1,1,5,5,0,1,1,16,5249,8,6,2,4,1,9,9,6,6,24,48,5,999,999,AT12
ESS11e04_1,11,4.1,52170,AT,1.4876366,1.8297577,0.33091453,0.6054934,2,35,1,1,2,1,1,6,1,1,1,1,40,99999,7,1,2,4,2,4,4,6,7,6666,6666,6,160,56,AT13
ESS11e04_1,11,4.1,52179,AT,1.8968233,1.355724,0.33091453,0.44862875,1,48,2,5,4,1,1,3,1,1,1,1,42,5414,77,1,1,3,2,10,10,6,2,20,80,2,175,777,AT12
